caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
52085926,0.859979484321662,I am sure I voted,Definitely the rightful winner,Joe Biden,1946,74,65 - 74,Female,Widowed,Retired,"$80,000 - $99,999",Independent,Lean Democrat,Hillary Clinton,23666,Virginia,High school diploma or the equivalent (GED),No,White,Yes,14
142048186,0.843477253414609,"I usually vote, but didn't this time",Probably not the rightful winner,NA,1985,35,35 - 44,Female,Married,Homemaker,"$20,000 - $29,999",Independent,Not sure,Did not vote for President,67217,Kansas,High school diploma or the equivalent (GED),No,White,No,14
343719184,0.923295322564372,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Female,Divorced,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,52402,Iowa,Bachelor's degree,No,White,Yes,14
170888452,1.17328061637993,I am sure I voted,Definitely not the rightful winner,Donald Trump,1965,55,55 - 64,Male,Never married,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Donald Trump,1841,Massachusetts,High school diploma or the equivalent (GED),No,White,Yes,14
200634115,1.07910037312327,"I thought about voting this time, but didn't",Definitely not the rightful winner,NA,1969,51,45 - 54,Female,Never married,Unemployed,"Less than $10,000",Not sure,Independent,Hillary Clinton,33711,Florida,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Don't know,14
64852813,1.02232038788505,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Male,Married,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Hillary Clinton,74350,Oklahoma,Associate's degree,No,White,Yes,14
176780920,1.24529451696969,I am sure I voted,Probably not the rightful winner,Donald Trump,1965,55,55 - 64,Female,Married,Full-time,"$120,000 - $149,999",Independent,Lean Republican,Donald Trump,80487,Colorado,Bachelor's degree,No,White,Yes,14
215158642,0.724264326826622,I am sure I voted,Definitely the rightful winner,Joe Biden,1990,30,25 - 34,Male,Never married,Unemployed,"$60,000 - $69,999",Democrat,Strong Democrat,Did not vote for President,15701,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,14
191274484,1.10504181588606,I am sure I voted,Probably not the rightful winner,Donald Trump,1971,49,45 - 54,Male,Married,Full-time,"$120,000 - $149,999",Independent,Independent,Did not vote for President,8863,New Jersey,Bachelor's degree,No,White,No,14
148173820,0.714243067099009,I am sure I voted,Definitely the rightful winner,Joe Biden,1974,46,45 - 54,Female,Married,Temporarily laid off,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,90631,California,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
120853702,0.980572675030374,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Male,Divorced,Unemployed,"$20,000 - $29,999",Independent,Independent,Did not vote for President,78212,Texas,Associate's degree,No,Black or African American,Yes,14
46347301,0.822841825859179,I did not vote in the election this November,Probably the rightful winner,NA,1984,36,35 - 44,Female,Never married,Part-time,"$20,000 - $29,999",Republican,Strong Republican,Did not vote for President,64078,Missouri,Some college,No,White,No,14
182172610,0.382756089251659,I am sure I voted,Definitely not the rightful winner,Someone else,1996,24,18 - 24,Female,Separated,Student,"$10,000 - $19,999",Not sure,Not sure,Did not vote for President,90002,California,Professional or doctorate degree,Yes,Black or African American,Don't know,14
188492755,0.888161441532997,I am sure I voted,Definitely the rightful winner,Joe Biden,1936,84,75 - 84,Female,Widowed,Retired,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,94070,California,Bachelor's degree,No,White,Yes,14
67214065,1.54364375289907,I am sure I voted,Definitely not the rightful winner,Donald Trump,1945,75,75 - 84,Male,Married,Retired,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,20874,Maryland,Associate's degree,No,White,Yes,14
131483827,1.15996269916762,I am sure I voted,Definitely not the rightful winner,Donald Trump,1946,74,65 - 74,Male,Married,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,48088,Michigan,Did not graduate from high school,No,White,Yes,14
125745070,0.781262620048537,I am sure I voted,Definitely the rightful winner,Joe Biden,1978,42,35 - 44,Female,Never married,Full-time,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,10001,New York,Professional or doctorate degree,No,Asian/Pacific Islander,Yes,14
312937204,0.369525400074398,I am sure I voted,Definitely not the rightful winner,Someone else,1997,23,18 - 24,Male,Never married,Student,"$60,000 - $69,999",Independent,Lean Democrat,Did not vote for President,76209,Texas,Associate's degree,No,Hispanic/Latino/Chicano/a,Yes,14
140764195,1.08904161179532,I am sure I voted,Definitely the rightful winner,Joe Biden,1948,72,65 - 74,Male,Divorced,Retired,"$40,000 - $49,999",Independent,Independent,Hillary Clinton,76548,Texas,Associate's degree,No,Black or African American,Yes,14
196648582,1.2589018373103,I am sure I voted,Probably not the rightful winner,Donald Trump,1975,45,45 - 54,Female,Never married,Homemaker,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,20715,Maryland,Some college,No,White,Yes,14
157890190,0.375050741276107,I am sure I voted,Definitely not the rightful winner,Someone else,1980,40,35 - 44,Male,Married,Retired,Prefer not to say,Independent,Independent,Did not vote for President,94803,California,Master's degree,No,Other,Yes,14
124044181,1.62679468767572,I am sure I voted,Definitely not the rightful winner,Donald Trump,1984,36,35 - 44,Male,Never married,Part-time,"$10,000 - $19,999",Republican,Strong Republican,Donald Trump,45656,Ohio,Bachelor's degree,No,White,Yes,14
33128248,0.888161441532997,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Married,Retired,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,98103,Washington,Bachelor's degree,No,White,Yes,14
122580652,1.10878568471968,I am sure I voted,Probably not the rightful winner,Donald Trump,1947,73,65 - 74,Male,Married,Retired,"$40,000 - $49,999",Independent,Independent,Donald Trump,42025,Kentucky,High school diploma or the equivalent (GED),No,White,Yes,14
314332738,1.01201918810735,I am sure I voted,Definitely the rightful winner,Joe Biden,1971,49,45 - 54,Male,Married,Part-time,"$10,000 - $19,999",Independent,Lean Democrat,Hillary Clinton,34609,Florida,Some college,Yes,Multi-racial,Yes,14
54650317,0.739175237904522,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Female,Married,Full-time,"$30,000 - $39,999",Not sure,Lean Democrat,Did not vote for President,64507,Missouri,High school diploma or the equivalent (GED),No,White,Yes,14
162000526,0.815341740751855,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Male,Never married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,47715,Indiana,High school diploma or the equivalent (GED),No,White,Yes,14
218399701,1.02697701298246,I am sure I voted,Definitely the rightful winner,Donald Trump,1963,57,55 - 64,Female,Divorced,Permanently disabled,"$10,000 - $19,999",Other,Independent,Did not vote for President,18052,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,14
62682421,0.899288343970425,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Married,Retired,"$40,000 - $49,999",Independent,Lean Democrat,Hillary Clinton,46347,Indiana,Professional or doctorate degree,No,White,Yes,14
173521048,1.23751454023264,I am sure I voted,Definitely not the rightful winner,Donald Trump,1948,72,65 - 74,Female,Divorced,Retired,"$10,000 - $19,999",Republican,Strong Republican,Donald Trump,73069,Oklahoma,High school diploma or the equivalent (GED),No,White,Yes,14
182420407,0.842551552123792,I did not vote in the election this November,Definitely not the rightful winner,NA,1991,29,25 - 34,Female,Married,Student,"Less than $10,000",Not sure,Not sure,Did not vote for President,79336,Texas,High school diploma or the equivalent (GED),No,White,No,14
127601245,1.50685573036308,I am sure I voted,Definitely not the rightful winner,Donald Trump,1978,42,35 - 44,Male,Married,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,57110,South Dakota,Bachelor's degree,No,White,Yes,14
130752190,1.12783205342848,I did not vote in the election this November,Probably the rightful winner,NA,1985,35,35 - 44,Male,Never married,Unemployed,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,21225,Maryland,Did not graduate from high school,No,White,No,14
201247876,1.43884130261458,I am sure I voted,Definitely not the rightful winner,Donald Trump,1954,66,65 - 74,Female,Married,Permanently disabled,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,40143,Kentucky,Bachelor's degree,No,White,Yes,14
173024062,1.2589018373103,I am sure I voted,Definitely not the rightful winner,Donald Trump,1969,51,45 - 54,Female,Married,Full-time,"$100,000 - $119,999",Republican,Not very strong Republican,Donald Trump,77064,Texas,Some college,No,White,Yes,14
321819514,0.212110450324646,I am sure I voted,Definitely the rightful winner,Someone else,1986,34,25 - 34,Female,Never married,Full-time,"$80,000 - $99,999",Republican,Not very strong Republican,Other,30319,Georgia,Professional or doctorate degree,No,White,Yes,14
214342078,0.769569467307726,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1981,39,35 - 44,Male,Divorced,Full-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,28052,North Carolina,High school diploma or the equivalent (GED),No,White,Yes,14
165928483,1.64403700604592,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Male,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,78501,Texas,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,14
371898910,0.687172637938586,I am sure I voted,Probably the rightful winner,Someone else,2000,20,18 - 24,Male,Never married,Student,Prefer not to say,Other,Lean Democrat,Did not vote for President,46123,Indiana,High school diploma or the equivalent (GED),No,White,Yes,14
305163046,0.978541429492988,I did not vote in the election this November,Probably the rightful winner,NA,1992,28,25 - 34,Female,Never married,Full-time,"$60,000 - $69,999",Independent,Lean Democrat,Hillary Clinton,77004,Texas,Bachelor's degree,No,Asian/Pacific Islander,Yes,14
213209689,0.332041947314306,I did not vote in the election this November,Probably the rightful winner,NA,1968,52,45 - 54,Male,Married,Full-time,"$150,000 - $199,999",Independent,Independent,Other,98541,Washington,Bachelor's degree,No,White,Yes,14
332511664,0.895970613469857,I did not vote in the election this November,Definitely the rightful winner,NA,1958,62,55 - 64,Male,Divorced,Retired,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,89142,Nevada,Some college,No,White,No,14
122717755,0.674768222368059,I am sure I voted,Definitely not the rightful winner,Donald Trump,1960,60,55 - 64,Female,Married,Retired,"$120,000 - $149,999",Independent,Lean Republican,Donald Trump,98926,Washington,Some college,Yes,Black or African American,Yes,14
212759650,0.377931045342057,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Female,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Other,92509,California,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
148820131,0.744051292307136,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Male,Married,Retired,"$10,000 - $19,999",Independent,Lean Democrat,Hillary Clinton,80216,Colorado,High school diploma or the equivalent (GED),No,White,Yes,14
176452513,0.755228907227073,I am sure I voted,Definitely the rightful winner,Joe Biden,1957,63,55 - 64,Male,Married,Permanently disabled,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,1247,Massachusetts,High school diploma or the equivalent (GED),No,White,Yes,14
206081500,0.865385982722161,I am sure I voted,Definitely the rightful winner,Joe Biden,1973,47,45 - 54,Female,Married,Part-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,85143,Arizona,Bachelor's degree,No,White,Yes,14
122157079,0.899288343970425,I am sure I voted,Definitely the rightful winner,Joe Biden,1940,80,75 - 84,Female,Divorced,Unemployed,"$40,000 - $49,999",Republican,Not very strong Republican,Hillary Clinton,55305,Minnesota,Professional or doctorate degree,No,White,Yes,14
419917702,1.79461214986509,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1998,22,18 - 24,Male,Married,Student,"$60,000 - $69,999",Republican,Not very strong Republican,Hillary Clinton,8854,New Jersey,High school diploma or the equivalent (GED),No,American Indian or Alaska Native,Yes,14
207396730,0.864363588018362,I am sure I voted,Definitely the rightful winner,Joe Biden,1996,24,18 - 24,Male,Never married,Part-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,61801,Illinois,Master's degree,No,Multi-racial,Yes,14
200547556,0.824874666236966,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Female,Divorced,Permanently disabled,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,46809,Indiana,High school diploma or the equivalent (GED),No,White,Yes,14
359110414,1.00223974562827,I am sure I voted,Definitely the rightful winner,Donald Trump,1980,40,35 - 44,Male,Married,Full-time,"Less than $10,000",Republican,Strong Republican,Donald Trump,84028,Utah,High school diploma or the equivalent (GED),No,White,Yes,14
402368566,0.703324803123894,"I thought about voting this time, but didn't",Probably the rightful winner,NA,2000,20,18 - 24,Female,Never married,Student,Prefer not to say,Independent,Independent,Did not vote for President,96826,Hawaii,Some college,No,White,No,14
47877463,0.744051292307136,I am sure I voted,Definitely the rightful winner,Joe Biden,1943,77,75 - 84,Male,Married,Retired,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,57107,South Dakota,High school diploma or the equivalent (GED),No,White,Yes,14
220775032,0.331497186714813,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Female,Married,Retired,"$20,000 - $29,999",Independent,Lean Democrat,Jill Stein,98042,Washington,Associate's degree,No,White,Yes,14
218303629,0.803040038184386,I did not vote in the election this November,Definitely not the rightful winner,NA,1964,56,55 - 64,Male,Married,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Did not vote for President,57212,South Dakota,Did not graduate from high school,No,White,No,14
63542860,1.1595944280766,I am sure I voted,Definitely not the rightful winner,Donald Trump,1947,73,65 - 74,Female,Married,Retired,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,37076,Tennessee,Master's degree,No,White,Yes,14
168043981,1.18943323040656,I am sure I voted,Definitely the rightful winner,Joe Biden,2002,18,18 - 24,Male,Never married,Student,"$30,000 - $39,999",Democrat,Not very strong Democrat,Did not vote for President,33809,Florida,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,14
184724806,1.20642106994141,I am sure I voted,Definitely not the rightful winner,Donald Trump,1980,40,35 - 44,Female,Married,Full-time,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,37130,South Dakota,Some college,No,White,Yes,14
36734851,0.824689377926897,I am sure I voted,Definitely the rightful winner,Joe Biden,1955,65,65 - 74,Female,Married,Homemaker,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,46405,Indiana,High school diploma or the equivalent (GED),No,White,Yes,14
48725167,0.476493635906989,I am sure I voted,Probably not the rightful winner,Donald Trump,1946,74,65 - 74,Male,Married,Retired,"$120,000 - $149,999",Independent,Independent,Other,94526,California,Some college,No,White,Yes,14
336195430,2.24864857901696,I am sure I voted,Definitely not the rightful winner,Donald Trump,1998,22,18 - 24,Male,Never married,Permanently disabled,"Less than $10,000",Republican,Strong Republican,Did not vote for President,85716,Arizona,Did not graduate from high school,No,White,Yes,14
359102860,1.08104519155576,I am sure I voted,Definitely the rightful winner,Donald Trump,1981,39,35 - 44,Female,Married,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,79936,Texas,Some college,No,White,Yes,14
6024685,1.31363986633727,I am sure I voted,Probably not the rightful winner,Donald Trump,1960,60,55 - 64,Male,Divorced,Retired,"$20,000 - $29,999",Independent,Lean Republican,Donald Trump,85032,Arizona,Some college,No,White,Yes,14
121413277,1.11659654520125,I am sure I voted,Definitely not the rightful winner,Donald Trump,1944,76,75 - 84,Male,Married,Retired,"$40,000 - $49,999",Republican,Not very strong Republican,Donald Trump,48507,Michigan,Some college,No,White,Yes,14
125352373,1.90389714471385,I am sure I voted,Definitely not the rightful winner,Donald Trump,1959,61,55 - 64,Male,Married,Full-time,"$80,000 - $99,999",Other,Independent,Donald Trump,85138,Arizona,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
33831727,1.62679468767572,I am sure I voted,Definitely not the rightful winner,Donald Trump,1980,40,35 - 44,Male,Married,Full-time,"$10,000 - $19,999",Republican,Strong Republican,Donald Trump,33143,Florida,Bachelor's degree,Yes,White,Yes,14
140368024,1.42921376313462,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1982,38,35 - 44,Male,Never married,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Donald Trump,92571,California,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,14
219422011,1.29160088453158,I am sure I voted,Probably the rightful winner,Donald Trump,1990,30,25 - 34,Female,Married,Homemaker,"$120,000 - $149,999",Republican,Strong Republican,Donald Trump,92532,California,Bachelor's degree,No,White,Yes,14
167871241,1.35269018270712,I am sure I voted,Definitely the rightful winner,Joe Biden,1992,28,25 - 34,Male,Never married,Full-time,"$50,000 - $59,999",Democrat,Not very strong Democrat,Did not vote for President,19015,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,14
50909794,0.745964078751767,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Male,Widowed,Temporarily laid off,"$70,000 - $79,999",Other,Independent,Hillary Clinton,95811,California,Master's degree,No,White,Yes,14
124189972,0.851209871180361,I am sure I voted,Definitely the rightful winner,Joe Biden,1971,49,45 - 54,Female,Married,Full-time,"$200,000 - $249,999",Independent,Independent,Hillary Clinton,4038,Maine,Master's degree,No,White,Yes,14
129837739,0.770277986801885,I am sure I voted,Definitely the rightful winner,Joe Biden,1946,74,65 - 74,Female,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,93614,California,Master's degree,No,White,Yes,14
33553963,0.925364634218929,I am sure I voted,Definitely the rightful winner,Joe Biden,1972,48,45 - 54,Female,Never married,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,70115,Louisiana,Master's degree,No,White,Yes,14
156613201,0.983796755310312,"I thought about voting this time, but didn't",Probably not the rightful winner,NA,1963,57,55 - 64,Female,Divorced,Unemployed,"$20,000 - $29,999",Independent,Lean Republican,Did not vote for President,30083,Georgia,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,14
458081212,0.72740582692734,I am sure I voted,Probably not the rightful winner,Joe Biden,2001,19,18 - 24,Male,Separated,Permanently disabled,"$60,000 - $69,999",Independent,Lean Republican,Did not vote for President,77619,Texas,Associate's degree,Yes,Black or African American,No,14
219133399,0.809086246956185,I did not vote in the election this November,Probably the rightful winner,NA,1980,40,35 - 44,Female,Married,Unemployed,"$30,000 - $39,999",Not sure,Not sure,Did not vote for President,72501,Arkansas,High school diploma or the equivalent (GED),No,White,No,14
186398629,0.763887369631257,I am sure I voted,Definitely the rightful winner,Joe Biden,1951,69,65 - 74,Female,Domestic / civil partnership,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,98037,Washington,High school diploma or the equivalent (GED),No,White,Yes,14
409791406,0.859979484321662,I am sure I voted,Definitely the rightful winner,Joe Biden,1944,76,75 - 84,Female,Widowed,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,32503,Florida,High school diploma or the equivalent (GED),No,White,Yes,14
321696598,0.657598398637343,I am sure I voted,Definitely the rightful winner,Joe Biden,1993,27,25 - 34,Female,Never married,Part-time,"$500,000 or more",Not sure,Not sure,Did not vote for President,60056,Illinois,Some college,No,White,Yes,14
166314115,0.874842046428143,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Female,Divorced,Retired,Prefer not to say,Independent,Lean Democrat,Hillary Clinton,4066,Maine,Some college,No,White,Yes,14
205290148,0.758861758267793,I did not vote in the election this November,Probably the rightful winner,NA,1947,73,65 - 74,Male,Never married,Full-time,"$50,000 - $59,999",Independent,Independent,Donald Trump,83704,Idaho,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,14
208854853,0.784094059305629,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Male,Domestic / civil partnership,Permanently disabled,"Less than $10,000",Independent,Lean Democrat,Hillary Clinton,38059,Tennessee,High school diploma or the equivalent (GED),No,White,Yes,14
407358958,1.22688350976615,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Female,Widowed,Retired,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,92607,California,High school diploma or the equivalent (GED),No,Other,Yes,14
203088904,1.19279146507187,I did not vote in the election this November,Definitely the rightful winner,NA,1991,29,25 - 34,Female,Never married,Unemployed,"Less than $10,000",Republican,Not very strong Republican,Did not vote for President,28438,North Carolina,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
141608992,1.13860117856288,I am sure I voted,Probably not the rightful winner,Donald Trump,1964,56,55 - 64,Female,Married,Permanently disabled,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,13421,New York,High school diploma or the equivalent (GED),No,White,Yes,14
124551826,0.963908794599222,I am sure I voted,Definitely not the rightful winner,Donald Trump,1945,75,75 - 84,Female,Divorced,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,94587,California,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
65760172,1.14527798746649,I am sure I voted,Probably the rightful winner,Donald Trump,1971,49,45 - 54,Male,Married,Full-time,"$200,000 - $249,999",Republican,Not very strong Republican,Donald Trump,92562,California,Master's degree,No,White,Yes,14
210295972,1.31363986633727,I am sure I voted,Definitely not the rightful winner,Donald Trump,1961,59,55 - 64,Male,Married,Permanently disabled,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,85128,Arizona,Some college,No,White,Yes,14
223185217,0.300539511414627,I am sure I voted,Probably the rightful winner,Joe Biden,1967,53,45 - 54,Male,Married,Part-time,"$120,000 - $149,999",Independent,Independent,Gary Johnson,72207,Arkansas,Master's degree,No,White,Yes,14
7329430,0.138183376942584,I am sure I voted,Probably the rightful winner,Someone else,1967,53,45 - 54,Male,Married,Full-time,"$150,000 - $199,999",Independent,Independent,Jill Stein,94556,California,Master's degree,No,White,Yes,14
172273810,1.48771651594335,I am sure I voted,Definitely not the rightful winner,Donald Trump,1977,43,35 - 44,Female,Married,Homemaker,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,32091,Florida,Bachelor's degree,No,White,Yes,14
205510732,1.02232038788505,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Male,Never married,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,75287,Texas,Some college,No,White,Yes,14
33575053,0.88922500112917,I am sure I voted,Definitely the rightful winner,Joe Biden,1980,40,35 - 44,Female,Never married,Temporarily laid off,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,34471,Florida,Bachelor's degree,No,White,Yes,14
34122028,0.948132831089056,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Female,Never married,Unemployed,"$20,000 - $29,999",Other,Independent,Hillary Clinton,94609,California,Master's degree,No,Black or African American,Yes,14
435279880,0.645646712701818,I am sure I voted,Definitely the rightful winner,Joe Biden,1990,30,25 - 34,Male,Never married,Student,"$80,000 - $99,999",Democrat,Not very strong Democrat,Did not vote for President,44241,Ohio,Some college,No,Black or African American,Yes,14
180678805,3.73929852016833,I did not vote in the election this November,Definitely the rightful winner,NA,1966,54,45 - 54,Male,Separated,Full-time,"$10,000 - $19,999",Democrat,Not very strong Democrat,Did not vote for President,78214,Texas,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,No,14
158788204,1.22971308078042,I am sure I voted,Definitely the rightful winner,Joe Biden,1997,23,18 - 24,Female,Never married,Student,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,95211,California,Some college,No,Asian/Pacific Islander,Yes,14
7412956,0.851209871180361,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Female,Never married,Full-time,"$500,000 or more",Democrat,Strong Democrat,Hillary Clinton,60657,Illinois,Master's degree,No,White,Yes,14
189064846,1.13891058178784,I am sure I voted,Definitely not the rightful winner,Donald Trump,1993,27,25 - 34,Male,Never married,Unemployed,"$80,000 - $99,999",Republican,Strong Republican,Did not vote for President,18944,Pennsylvania,Some college,No,White,Yes,14
158311609,1.13100541744238,I am sure I voted,Definitely the rightful winner,Joe Biden,1965,55,55 - 64,Male,Never married,Unemployed,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,44122,Ohio,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
127106347,1.24609554649232,I am sure I voted,Probably not the rightful winner,Donald Trump,1950,70,65 - 74,Male,Married,Retired,"$60,000 - $69,999",Not sure,Lean Republican,Donald Trump,87507,New Mexico,Associate's degree,No,White,Yes,14
205541761,0.909095442065365,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Female,Never married,Full-time,"$60,000 - $69,999",Independent,Lean Democrat,Hillary Clinton,80222,Colorado,Associate's degree,No,White,Yes,14
33140188,0.3155587471026,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Female,Widowed,Retired,"$10,000 - $19,999",Other,Lean Democrat,Jill Stein,85713,Arizona,Bachelor's degree,No,White,Yes,14
312022324,0.925364634218929,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Never married,Permanently disabled,"$40,000 - $49,999",Republican,Not very strong Republican,Hillary Clinton,32707,Florida,Master's degree,No,White,Yes,14
204059005,0.754730697415489,I am sure I voted,Definitely the rightful winner,Joe Biden,2000,20,18 - 24,Male,Never married,Student,Prefer not to say,Independent,Lean Democrat,Did not vote for President,49418,Michigan,Some college,No,White,Yes,14
402449104,1.23917112684959,"I usually vote, but didn't this time",Probably the rightful winner,NA,1976,44,35 - 44,Male,Married,Part-time,"$30,000 - $39,999",Independent,Independent,Did not vote for President,91902,California,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Don't know,14
215400424,1.35726932242416,"I thought about voting this time, but didn't",Probably not the rightful winner,NA,1992,28,25 - 34,Male,Married,Part-time,"Less than $10,000",Republican,Not very strong Republican,Did not vote for President,93307,California,Some college,Yes,White,Yes,14
41478334,0.851209871180361,I am sure I voted,Definitely the rightful winner,Joe Biden,1971,49,45 - 54,Female,Married,Homemaker,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,64064,Missouri,Master's degree,No,White,Yes,14
176575027,0.934165534313898,I am sure I voted,Definitely the rightful winner,Someone else,1996,24,18 - 24,Male,Never married,Unemployed,Prefer not to say,Not sure,Not sure,Did not vote for President,91775,California,High school diploma or the equivalent (GED),No,Other,Don't know,14
192181315,0.297310360127144,I am sure I voted,Definitely the rightful winner,Joe Biden,1957,63,55 - 64,Male,Married,Full-time,"$80,000 - $99,999",Independent,Lean Democrat,Jill Stein,27406,North Carolina,High school diploma or the equivalent (GED),No,White,Yes,14
176775349,1.18281372573374,I am sure I voted,Probably not the rightful winner,Donald Trump,1969,51,45 - 54,Female,Married,Full-time,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,95945,California,Master's degree,No,White,Yes,14
387229102,0.754730697415489,I am sure I voted,Definitely the rightful winner,Joe Biden,1998,22,18 - 24,Male,Never married,Unemployed,"Less than $10,000",Not sure,Lean Democrat,Did not vote for President,78641,Texas,Some college,No,White,Yes,14
418475422,0.721527740776547,I am sure I voted,Definitely the rightful winner,Joe Biden,1979,41,35 - 44,Female,Married,Part-time,"$20,000 - $29,999",Independent,Independent,Hillary Clinton,70714,Louisiana,Bachelor's degree,No,Black or African American,Yes,14
